Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
185153,2020-08-25 00:59:01,30118423745458,fraud_Hudson-Ratke,grocery_pos,32.59,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1993-04-29,526f6e6f93805ae0d33729847e9b9684,1377392341,40.231144,-74.43502,0
413473,2020-11-30 16:06:39,4788103653396,fraud_Yost-Rogahn,personal_care,115.66,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,4585160cbd77aa37af51eda0a53ec423,1385827599,39.433823,-83.912593,0
270045,2020-09-29 03:50:01,6011477612335392,fraud_Bailey-Morar,grocery_pos,312.94,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,e36a4718a5ca9c819059b2a0d7a5be78,1380426601,41.326363,-85.276208,1
289615,2020-10-07 16:15:06,4958589671582726883,"fraud_Kihn, Brakus and Goyette",personal_care,90.74,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,8056fd95af4b0e5629386afe32c1f4a3,1381162506,39.34664,-78.036653,0
409711,2020-11-30 00:17:01,4646845581490336108,fraud_Jaskolski-Dibbert,grocery_net,71.74,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,86a2b78c8589d7ebf98b9a9c34e8bfeb,1385770621,41.51957,-73.92761,0
326120,2020-10-24 06:29:43,4147608975828480,"fraud_Towne, Walker and Borer",grocery_net,55.11,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,a38b3ecf1158fb5698c5441ab31f9a62,1382596183,43.4509,-95.804631,0
295157,2020-10-10 18:36:04,30135235368675,fraud_Swift PLC,kids_pets,3.03,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,91b55b14e4016e593f5d1f6cb27d7f60,1381430164,39.281941,-95.109211,0
130614,2020-08-05 15:49:26,3596217206093829,"fraud_Koss, Hansen and Lueilwitz",home,114.95,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,7b2ab1998526178467a22d40a979508e,1375717766,41.589141,-92.386739,0
234130,2020-09-13 21:27:49,376445266762684,"fraud_Hermiston, Pacocha and Smith",health_fitness,42.05,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,d452a2ec9f0b8bedab1a02a79cb840f0,1379107669,41.901039,-100.842496,0
13678,2020-06-25 21:48:11,30343344410970,fraud_Dickinson Ltd,personal_care,84.91,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,1b061b6ae8d3d46db74008be37c7b032,1372196891,41.005157,-79.266977,0
510258,2020-12-21 19:43:17,4855488158131690372,fraud_Kilback Group,food_dining,52.69,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,5e02426f19a17ef09cbdbfc006c6be55,1387654997,43.298598,-73.437862,0
347096,2020-11-02 08:26:13,4427805710168,fraud_Heller-Langosh,gas_transport,51.57,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,14be5ce86ed59e7c0be8b6e325f8cbf6,1383380773,34.226046999999994,-105.028654,0
226472,2020-09-10 06:49:40,4277232699798846,fraud_Price Inc,shopping_net,8.53,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,221f8d8f5f709b177428f20eb2dc79bf,1378795780,45.995998,-103.853038,0
304930,2020-10-14 06:01:53,4424338559877976,fraud_Welch Inc,misc_net,3.67,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,fb2292ecba75270a5aca2a94176518b7,1381730513,40.739171,-83.157261,0
208078,2020-09-01 21:49:28,30197398657930,fraud_Schoen-Quigley,kids_pets,49.57,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,24154c0c4f7485649f2f98625c2d217d,1378072168,36.877461,-77.66623299999999,0
424832,2020-12-02 20:24:24,2283743876903625,"fraud_Turcotte, Batz and Buckridge",health_fitness,25.88,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,61a087599a4a527faf3e84c09f7fd6c5,1386015864,33.9325,-83.481092,0
312184,2020-10-18 06:20:39,3593118134380341,fraud_Bartoletti-Wunsch,gas_transport,46.95,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,e8b0cb3102ed7a963ff42e5618cad1ce,1382077239,44.530522999999995,-67.54899,0
221848,2020-09-08 03:10:18,6538441737335434,fraud_Strosin-Cruickshank,grocery_pos,52.97,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,6957e9653e2bfee0c0d24d34268282cf,1378609818,40.857747,-80.68572900000001,0
226327,2020-09-10 04:18:54,376262134119629,fraud_Pacocha-Bauch,shopping_pos,1.91,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,e4fe7339682d964d83db6f00f587fd4c,1378786734,28.634331,-82.841176,0
36399,2020-07-04 02:30:22,3535808924394848,fraud_Bins-Rice,gas_transport,69.44,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1980-01-09,7a6195ad085485f523ee9b2d985dac49,1372905022,38.708388,-88.86164000000001,0
14601,2020-06-26 08:29:21,30238755902988,fraud_Bahringer-Larson,grocery_net,42.37,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,c8ddd2b0d37613f449c11c2dd281a90b,1372235361,31.101937,-97.133268,0
261643,2020-09-25 22:09:30,2286236465059468,fraud_Hills-Witting,shopping_net,911.81,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,0622633ab12ee824b47b2d682ca9c1a4,1380146970,38.307229,-94.022198,1
114088,2020-07-31 06:13:53,180036456789979,fraud_Heidenreich PLC,grocery_pos,77.4,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,bad7ef78f856cd405bcbc49e34dd9a7b,1375251233,42.424661,-91.579874,0
9007,2020-06-23 18:51:42,4426075337087318654,fraud_Beier and Sons,home,122.14,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,a547bd116636b412121287e78d488653,1372013502,38.797764,-96.240558,0
457100,2020-12-09 23:38:35,3591919803438423,"fraud_Labadie, Treutel and Bode",shopping_net,878.28,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,4a2cd4981f66782d3bf022bd3af280ee,1386632315,29.137931,-81.641363,1
509406,2020-12-21 17:07:12,30273037698427,"fraud_Bahringer, Schoen and Corkery",shopping_pos,211.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,07e683d6ee93384b18841826eb7ebb31,1387645632,34.580728,-90.994056,0
243684,2020-09-17 19:57:10,4512828414983801773,"fraud_Witting, Beer and Ernser",home,55.51,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,f222ffd092e91da61de0214bab0f4634,1379447830,39.353584000000005,-80.13726899999999,0
202949,2020-08-31 15:43:53,2703186189652095,fraud_Jakubowski Group,food_dining,74.02,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,65e03cd5c2e4cd1e3d2f71263e27e122,1377963833,35.86419,-81.707528,0
158599,2020-08-16 06:20:51,378858024506425,fraud_Torp-Labadie,gas_transport,80.15,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,c571ae59c098d4b5f1a2f5d2c0fdd1e7,1376634051,33.329882,-112.948161,0
236596,2020-09-14 16:50:12,4025612008285111,fraud_Johnston-Casper,travel,7.46,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,70642f99dd65afbdeabe5a55324af593,1379177412,41.012535,-79.901698,0
353395,2020-11-04 15:56:40,3596357274378601,fraud_Dibbert and Sons,entertainment,67.19,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,f7e14fdf155d02c9b06f06d331692a21,1383580600,40.304852,-77.246737,0
433944,2020-12-05 12:44:49,4807552641361,fraud_Beier LLC,entertainment,87.59,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1954-01-29,238123fc143d0166ec2ccecf13d69078,1386247489,40.728536,-84.53880500000001,0
83201,2020-07-20 09:24:51,6011109736646996,fraud_Kunde-Sanford,misc_net,23.43,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,ccd9eb29bee575bbcc90779a00e2c311,1374312291,34.751712,-77.88484100000001,0
292116,2020-10-09 04:23:29,4777065439639721,fraud_Fisher-Schowalter,shopping_net,109.18,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,903d020d4fe90018ca5870f4b7bbd730,1381292609,39.220217,-75.15100799999999,0
167418,2020-08-18 16:05:53,2252055259910912,fraud_Hamill-D'Amore,health_fitness,72.94,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,09cc12be63ffe1bc9c6ad21c6eb7fb4e,1376841953,45.383562,-90.101657,0
96649,2020-07-25 05:51:42,36890292963032,fraud_Deckow-O'Conner,grocery_pos,113.59,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,c1691606b061bb3bb7b149e39725d8b9,1374731502,32.515141,-80.712375,0
300807,2020-10-12 19:04:29,375082648741747,fraud_Waters-Cruickshank,health_fitness,11.36,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,0259a4cc9e900b2b3ca7ce91487b032a,1381604669,46.955623,-97.269789,0
362035,2020-11-08 23:19:53,213178850083780,fraud_Abernathy and Sons,food_dining,54.96,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,9d90fbb4c06b24974ed6ccb2b99fccaf,1383952793,45.486833,-119.074399,0
39036,2020-07-05 03:55:54,4777065439639721,fraud_Welch Inc,misc_net,62.9,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,554c3719f81ea916b0709d5123674ced,1372996554,39.743401,-74.94250699999999,0
296787,2020-10-11 12:33:07,4783226709001,fraud_Adams-Barrows,health_fitness,26.93,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,98ed17dd3f68e04435c651b88da0dd70,1381494787,39.117324,-99.778478,0
314041,2020-10-18 21:39:14,3560797065840735,"fraud_Hoppe, Harris and Bednar",entertainment,64.68,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,8925b66f19dd6778304013e9109ace0e,1382132354,45.876386,-101.457908,0
493403,2020-12-18 08:22:17,4607072969078276,fraud_Rau and Sons,grocery_pos,101.3,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,4ae2ebe5161a2666aca4fa446cc4f6fa,1387354937,36.15663,-97.487865,0
343666,2020-11-01 01:26:19,6502195877055606,fraud_Kutch Group,grocery_net,41.57,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1985-04-03,05765a2004ba793db54ca455af9fa9fc,1383269179,39.594937,-106.115946,0
307849,2020-10-15 23:35:28,3527063666782582,fraud_Huel Ltd,misc_net,682.25,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,1965-11-21,58e08c61bc0bae3db43a79663829b909,1381880128,30.812154999999997,-95.440475,1
128582,2020-08-04 18:58:33,213124978348176,fraud_Kihn-Fritsch,food_dining,95.58,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,eddb9869de17d58b797acb43edb89842,1375642713,42.490466,-77.36469100000001,0
438236,2020-12-06 12:05:01,30199621383748,"fraud_Roob, Conn and Tremblay",shopping_pos,61.51,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,1b5cdebfd8d16a3300733334fb812b3a,1386331501,34.229477,-95.840206,0
395703,2020-11-23 14:57:49,4792627764422477317,fraud_Rau-Robel,kids_pets,55.27,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,1898e1bb0f54f9f06b07fa75f627ca76,1385218669,38.828336,-95.640802,0
8773,2020-06-23 17:50:18,3589255887819806,fraud_Kirlin and Sons,personal_care,8.64,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,99752f3a44603ee4b35d20a68715031c,1372009818,40.182687,-77.521787,0
171922,2020-08-20 13:47:25,30044330818990,"fraud_Schneider, Hayes and Nikolaus",food_dining,67.61,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,88a2462bcdccdc21fdfd414fa3f4bcf5,1377006445,26.576488,-82.431629,0
242323,2020-09-16 23:46:08,375974680629816,"fraud_Yost, Block and Koepp",misc_pos,9.6,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,3df947ca53bc03481027c9458ad0c9ce,1379375168,40.97105,-73.4261,0
375565,2020-11-15 00:29:49,378006354724784,fraud_Lockman Ltd,grocery_pos,311.92,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,cac039caa0aa42f0f68d72502151c34f,1384475389,39.006783,-79.036502,1
90556,2020-07-22 09:52:02,213112402583773,"fraud_Tillman, Dickinson and Labadie",gas_transport,53.76,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d40dee31eb6ec70c14d991aae684b3b2,1374486722,34.576464,-81.635242,0
224721,2020-09-09 02:49:02,3565996340207976,"fraud_Huel, Hammes and Witting",grocery_pos,84.61,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,fed6a3a25bdcfd4d5f6e303d95e6acc2,1378694942,31.881284,-106.015636,0
393799,2020-11-22 22:28:34,370612217861404,"fraud_Medhurst, Labadie and Gottlieb",travel,6.17,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,e7c874077763252900072b50e64aec70,1385159314,40.155235,-74.830253,0
435622,2020-12-05 21:32:45,4335531783520911,fraud_Mohr Inc,shopping_pos,9.94,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,92cc77cae6be5b747d997ffabf810e51,1386279165,38.354274,-91.152333,0
41045,2020-07-05 18:18:09,3519607465576254,fraud_Beier and Sons,home,24.2,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,777dfcd8fb9b97ac01815460badd61ee,1373048289,41.512819,-124.086395,0
215557,2020-09-05 23:52:22,3550412175018089,fraud_Dooley Inc,shopping_pos,1050.65,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,1962-12-30,32fc74ed9cf4003b8a29fe60d2692f4b,1378425142,37.349376,-84.99032,1
341816,2020-10-31 02:13:52,376012912828093,fraud_Huels-Nolan,gas_transport,12.21,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,2b2d921920dee184a1b357d8a38d207b,1383185632,41.529882,-87.42522,1
481745,2020-12-15 09:49:47,6524376634971418,fraud_Cummings Group,grocery_net,105.47,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,5b1cd7b1c05d0f593b60e93067de1001,1387100987,34.555541,-87.72012600000001,0
464981,2020-12-12 04:36:02,4223708906367574214,fraud_Ankunding LLC,shopping_net,102.75,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,aa397905c432f8d19db111f687352ca2,1386822962,38.436248,-83.694191,0
7515,2020-06-23 11:12:46,341546199006537,fraud_Heller-Langosh,gas_transport,34.19,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,d6f3ea6c750095981be53ed894195ead,1371985966,65.17283,-165.84018899999998,0
134276,2020-08-07 10:32:06,5580563567307107,fraud_Lynch Ltd,shopping_pos,125.69,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,1990-06-21,49d947c631c703372deb906ee9d7e61a,1375871526,39.976131,-79.951552,0
249453,2020-09-20 16:00:39,2288748891690227,fraud_Bartoletti and Sons,personal_care,52.02,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,6d21d9e6718bc40216fb5fda72351160,1379692839,35.565606,-106.709123,0
